PassengerId,Survived_pred,Survived_prob
1107,0,0.1511003231401949
1108,1,0.8489862160373854
1109,0,0.2678315908445596
1110,1,0.7961753575120755
1111,0,0.1441975389673751
1112,1,0.8715847178748496
1113,0,0.14480034190039884
1114,1,0.8360820272938464
1115,0,0.14479663810374854
1116,1,0.8143913169113652
1117,1,0.7458446136505364
1118,0,0.14296277126124227
1119,1,0.8488694891748871
1120,0,0.15367440231950433
1121,0,0.14859833589415125
1122,0,0.17019568097622043
1123,1,0.8773483310615107
1124,0,0.12717158295585657
1125,0,0.14998548319262106
1126,0,0.1937863503280515
1127,0,0.14640891120325217
1128,0,0.31691099112990034
1129,0,0.1749157484008
1130,1,0.8998900721703466
1131,1,0.8848073340304428
1132,1,0.804176242230888
1133,1,0.866367876674128
1134,0,0.22741914984401201
1135,0,0.14418298519707176
1136,0,0.1300193510494608
1137,0,0.15136320984396864
1138,1,0.847623429519787
1139,0,0.10780087273180805
1140,1,0.8612380661501188
1141,1,0.6760865620618126
1142,1,0.9286531569685597
1143,0,0.14640931543974076
1144,0,0.17981556364189283
1145,0,0.1427235218362054
1146,0,0.1487056948319669
1147,0,0.1441542581037424
1148,0,0.149990163964973
1149,0,0.1441975389673751
1150,1,0.8242967528074611
1151,0,0.14479638408609297
1152,0,0.11432244707120152
1153,0,0.14479739098258354
1154,1,0.8940348455355847
1155,1,0.799606018767679
1156,0,0.13965669641598374
1157,0,0.14418371719005404
1158,0,0.15581058107497883
1159,0,0.1441542581037424
1160,1,0.5766368131481502
1161,0,0.15465145245790296
1162,0,0.1895512551298965
1163,0,0.149990163964973
1164,1,0.8464595251471632
1165,1,0.8488867600866903
1166,0,0.15122713626243078
1167,1,0.8295353395284694
1168,0,0.13993225069143578
1169,0,0.13423953400619595
1170,0,0.13300939920983823
1171,0,0.14120980836286454
1172,1,0.5514068280211348
1173,1,0.8158853329993928
1174,1,0.8488694891748871
1175,1,0.8817392326925053
1176,1,0.7871548252334915
1177,0,0.1510989869756138
1178,0,0.14413042545644353
1179,0,0.15657546655543786
1180,0,0.15122718964466067
1181,0,0.1441975389673751
1182,0,0.1490907743766279
1183,1,0.8474211944162285
1184,0,0.15122718964466067
1185,0,0.15031403538214494
1186,0,0.15151654292298944
1187,0,0.14294543131676096
1188,1,0.9443471261232849
1189,0,0.15296527668023735
1190,0,0.14758451989704963
1191,0,0.14503133882438218
1192,0,0.14795237206342646
1193,0,0.14081923421062417
1194,0,0.13059908851695998
1195,0,0.14268249948305373
1196,1,0.8488694891748871
1197,1,0.8036616369042482
1198,0,0.34914571138892003
1199,1,0.8127211754199378
1200,0,0.15967161013643658
1201,1,0.5201995021421099
1202,0,0.15128220767776973
1203,0,0.16574100527502725
1204,0,0.14415631653096167
1205,1,0.8302102371154504
1206,1,0.8588665208382885
1207,1,0.8304776614865006
1208,0,0.37531411793748604
1209,0,0.14789427800068208
1210,0,0.14346813390066274
1211,0,0.18684348752654814
1212,0,0.1429377234587641
1213,0,0.1564378072016144
1214,0,0.13864832111397632
1215,0,0.15049901968233204
1216,1,0.8427941018746492
1217,0,0.14294447950530947
1218,1,0.8119492879493478
1219,0,0.192275772728448
1220,0,0.13209549541787885
1221,0,0.14244925864539593
1222,1,0.8622840868770685
1223,0,0.15319876766720184
1224,0,0.15122713626243078
1225,1,0.7855671084243507
1226,0,0.14347129821111473
1227,0,0.15050963504915127
1228,0,0.14374664918748611
1229,0,0.19031105349684627
1230,0,0.1371392033242609
1231,0,0.15122718964466067
1232,0,0.15135603878561704
1233,0,0.1479265742644838
1234,0,0.4512145039387179
1235,1,0.7308064777612066
1236,0,0.11295098361805737
1237,1,0.5229395748642705
1238,0,0.13864832111397632
1239,1,0.6868476058331004
1240,0,0.13885129977410102
1241,1,0.883315149583034
1242,1,0.8698725253035178
1243,0,0.13898594632434183
1244,0,0.1513502529014299
1245,0,0.18365242529512937
1246,1,0.7741204311662955
1247,0,0.1500246256233733
1248,1,0.8072053819507827
1249,0,0.14418225442835828
1250,0,0.149990163964973
1251,0,0.48804715544230887
1252,0,0.17074555475817152
1253,1,0.9121151115477825
1254,1,0.883315149583034
1255,0,0.14353507898587547
1256,1,0.8926088281925896
1257,0,0.445891983434068
1258,0,0.1345375571673818
1259,1,0.5963948647909104
1260,1,0.8682158152067652
1261,0,0.14008987381573748
1262,0,0.15889661963832527
1263,1,0.8383878653426783
1264,0,0.15619350334310483
1265,0,0.15215906355516087
1266,1,0.8859289625530176
1267,1,0.7217073552132373
1268,0,0.3503187028959356
1269,0,0.14269918585612604
1270,0,0.15095368031255577
1271,0,0.14705813547439148
1272,0,0.149990163964973
1273,0,0.15058775109856856
1274,1,0.589769774159059
1275,0,0.4465312637087127
1276,0,0.13961547220677634
1277,1,0.8487939179769509
1278,0,0.14263943509522295
1279,0,0.14000615154307702
1280,0,0.15736545103177643
1281,0,0.22976229592171707
1282,0,0.14984288453709152
1283,1,0.8979666399984778
1284,1,0.6504785468906035
1285,0,0.15057422848887106
1286,0,0.08591640686439415
1287,1,0.8838608608689775
1288,0,0.1522633328163488
1289,1,0.8816205551689106
1290,0,0.1436645258137282
1291,0,0.15029708970203431
1292,1,0.8571164808809075
1293,0,0.13432048929378476
1294,1,0.9033633540375656
1295,0,0.1762633064366565
1296,0,0.19640850047468886
1297,0,0.1645754917890445
1298,0,0.15043978753693724
1299,0,0.3622407502432091
1300,1,0.8488430379818197
1301,1,0.7747818448046347
1302,1,0.8488694891748871
1303,1,0.8708657533923255
1304,1,0.5760703522255195
1305,0,0.1441975389673751
1306,1,0.8704794949103738
1307,0,0.1518763663870162
1308,0,0.1441975389673751
1309,0,0.149605520100266
